Tanggal;Campaign;Belanja (Rp);Tayangan;Klik;CTR (%);Chat Masuk;Order;Omzet (Rp);Biaya per Chat (Rp);Biaya per Order (Rp);Catatan
2026-09-25;KTD | Traffic | Situs | 1039;;;;;;;;;;Hari 1 — iklan mulai terbit 25 Sep, sempat review ulang (Sedang Ditinjau). Isi angka sebelum tidur: belanja/tayangan/klik/CTR dari Ads Manager, chat/order/omzet manual dari WA.
